stacja,temperatura,wilgotnosc_wzgledna,cisnienie,data_pobrania,suma_opadu
Białystok,20.6,37.4,1013.6,2025-04-15,
Bielsko Biała,15.1,64.7,1008.6,2025-04-15,
Chojnice,19.1,49.3,1007.9,2025-04-15,
Częstochowa,15.0,71.6,1008.6,2025-04-15,
Elbląg,20.0,48.5,1010.0,2025-04-15,
Gdańsk,21.9,43.3,1009.3,2025-04-15,
Gorzów,19.0,54.2,1005.0,2025-04-15,
Hel,15.4,59.6,1009.9,2025-04-15,
Jelenia Góra,13.0,85.7,1005.0,2025-04-15,
Kalisz,18.7,59.5,1007.0,2025-04-15,
Kasprowy Wierch,2.6,100.0,,2025-04-15,
Katowice,14.8,75.6,1008.9,2025-04-15,
Kętrzyn,20.3,49.2,1012.1,2025-04-15,
Kielce,13.3,78.5,1011.6,2025-04-15,
Kłodzko,12.6,88.0,1006.2,2025-04-15,
Koło,18.4,57.9,1008.1,2025-04-15,
Kołobrzeg,23.6,36.4,1004.8,2025-04-15,
Koszalin,22.8,39.3,1005.8,2025-04-15,
Kozienice,14.6,79.8,1012.6,2025-04-15,
Kraków,14.2,83.6,1009.8,2025-04-15,
Krosno,12.4,85.7,1013.2,2025-04-15,
Legnica,16.2,71.4,1005.3,2025-04-15,
Lesko,12.8,78.5,1014.1,2025-04-15,
Leszno,16.9,69.6,1005.9,2025-04-15,
Lębork,21.9,40.2,1008.1,2025-04-15,
Lublin,12.2,88.6,1014.1,2025-04-15,
Łeba,23.4,36.3,1008.0,2025-04-15,
Łódź,18.7,61.6,1008.9,2025-04-15,
Mikołajki,19.5,46.4,1012.5,2025-04-15,
Mława,18.8,52.3,1010.7,2025-04-15,
Nowy Sącz,14.8,67.4,1010.9,2025-04-15,
Olsztyn,19.8,47.5,1011.3,2025-04-15,
Opole,15.1,76.7,1007.3,2025-04-15,
Ostrołęka,19.7,43.7,1012.2,2025-04-15,
Piła,19.7,52.2,1006.7,2025-04-15,
Platforma,,,,2025-04-15,
Płock,17.8,59.3,1009.8,2025-04-15,
Poznań,17.2,69.6,1006.7,2025-04-15,
Przemyśl,11.3,96.7,1014.8,2025-04-15,
Racibórz,16.2,64.5,1007.4,2025-04-15,
Resko,21.5,41.2,1004.9,2025-04-15,
Rzeszów,13.4,92.9,1013.3,2025-04-15,
Sandomierz,13.2,86.9,1012.8,2025-04-15,
Siedlce,17.9,53.6,1013.2,2025-04-15,
Słubice,18.5,59.5,1003.8,2025-04-15,
Sulejów,15.2,68.4,1009.9,2025-04-15,
Suwałki,20.7,38.2,1013.8,2025-04-15,
Szczecin,21.9,42.1,1004.2,2025-04-15,
Szczecinek,19.3,50.3,1006.7,2025-04-15,
Śnieżka,4.3,100.0,,2025-04-15,
Świnoujście,24.1,34.3,1003.5,2025-04-15,
Tarnów,12.9,84.6,1011.1,2025-04-15,
Terespol,18.2,44.5,1014.8,2025-04-15,
Toruń,19.6,51.5,1008.6,2025-04-15,
Ustka,24.0,34.3,1006.9,2025-04-15,
Warszawa,16.2,67.6,1011.9,2025-04-15,
Wieluń,15.5,74.7,1008.0,2025-04-15,
Włodawa,16.2,55.4,1015.1,2025-04-15,
Wrocław,16.1,73.8,1006.3,2025-04-15,
Zakopane,13.7,61.3,,2025-04-15,
Zamość,11.9,91.6,1015.5,2025-04-15,
Zielona Góra,16.8,65.5,1004.4,2025-04-15,
Białystok,18.3,66.6,1014.9,2025-04-16,0.6
Bielsko Biała,22.5,41.1,1012.6,2025-04-16,0.5
Chojnice,20.0,61.4,1010.1,2025-04-16,0.3
Częstochowa,25.2,40.1,1011.4,2025-04-16,0.4
Elbląg,17.3,78.5,1011.2,2025-04-16,0.9
Gdańsk,18.7,71.3,1010.6,2025-04-16,0.0
Gorzów,22.6,50.1,1010.0,2025-04-16,0.0
Hel,15.9,76.8,1011.3,2025-04-16,0.01
Jelenia Góra,24.1,39.3,1009.0,2025-04-16,0.01
Kalisz,24.1,51.1,1010.9,2025-04-16,2.0
Kasprowy Wierch,6.2,93.9,,2025-04-16,17.8
Katowice,23.9,39.3,1012.1,2025-04-16,0.4
Kętrzyn,15.4,85.9,1013.2,2025-04-16,0.5
Kielce,23.8,43.2,1012.8,2025-04-16,0.7
Kłodzko,21.8,53.3,1010.7,2025-04-16,1.1
Koło,23.2,52.6,1011.2,2025-04-16,1.6
Kołobrzeg,13.7,78.6,1009.9,2025-04-16,0.0
Koszalin,19.0,63.3,1010.1,2025-04-16,0.0
Kozienice,22.3,53.1,1013.6,2025-04-16,3.6
Kraków,25.3,35.3,1012.2,2025-04-16,1.4
Krosno,22.0,50.3,1015.1,2025-04-16,9.3
Legnica,24.3,50.1,1009.9,2025-04-16,0.01
Lesko,20.4,46.3,1016.2,2025-04-16,5.1
Leszno,24.3,41.3,1010.3,2025-04-16,0.01
Lębork,16.7,74.4,1010.6,2025-04-16,0.9
Lublin,21.1,57.3,1014.5,2025-04-16,2.6
Łeba,16.0,75.8,1010.4,2025-04-16,0.01
Łódź,27.7,46.1,1011.2,2025-04-16,1.1
Mikołajki,16.7,74.4,1013.4,2025-04-16,1.1
Mława,21.0,62.4,1012.0,2025-04-16,1.7
Nowy Sącz,24.4,36.3,1013.2,2025-04-16,2.2
Olsztyn,18.0,78.6,1012.0,2025-04-16,0.7
Opole,24.4,45.1,1011.2,2025-04-16,0.01
Ostrołęka,19.3,66.4,1013.3,2025-04-16,2.3
Piła,21.9,55.2,1010.1,2025-04-16,0.01
Platforma,,,,2025-04-16,0.0
Płock,21.8,62.2,1011.4,2025-04-16,1.3
Poznań,23.2,40.2,1010.4,2025-04-16,0.6
Przemyśl,23.6,42.8,1015.1,2025-04-16,5.0
Racibórz,24.0,41.2,1011.6,2025-04-16,0.1
Resko,21.4,57.3,1009.5,2025-04-16,0.01
Rzeszów,23.4,46.1,1014.5,2025-04-16,3.2
Sandomierz,23.0,48.2,1013.8,2025-04-16,0.3
Siedlce,19.5,67.3,1014.6,2025-04-16,2.7
Słubice,24.4,42.2,1009.5,2025-04-16,0.01
Sulejów,23.9,49.0,1011.8,2025-04-16,1.0
Suwałki,14.6,76.6,1015.1,2025-04-16,1.0
Szczecin,22.7,52.2,1009.4,2025-04-16,0.0
Szczecinek,20.3,62.3,1010.0,2025-04-16,0.3
Śnieżka,12.3,76.8,,2025-04-16,1.5
Świnoujście,17.5,71.6,1009.3,2025-04-16,0.0
Tarnów,25.2,43.2,1012.6,2025-04-16,1.4
Terespol,20.1,57.5,1015.5,2025-04-16,2.6
Toruń,23.8,49.0,1010.5,2025-04-16,0.5
Ustka,13.1,81.8,1010.6,2025-04-16,0.0
Warszawa,21.1,62.4,1013.0,2025-04-16,2.5
Wieluń,24.8,45.2,1011.2,2025-04-16,0.8
Włodawa,21.7,51.2,1014.9,2025-04-16,1.0
Wrocław,26.3,45.2,1010.4,2025-04-16,0.4
Zakopane,19.2,42.3,,2025-04-16,0.6
Zamość,22.7,54.3,1015.0,2025-04-16,1.2
Zielona Góra,23.5,40.3,1009.9,2025-04-16,0.01
Białystok,26.1,40.1,1014.9,2025-04-17,0.2
Bielsko Biała,26.0,33.1,1011.3,2025-04-17,0.0
Chojnice,25.2,33.2,1009.3,2025-04-17,0.0
Częstochowa,27.0,26.2,1011.1,2025-04-17,0.0
Elbląg,25.8,33.1,1011.3,2025-04-17,0.2
Gdańsk,26.8,34.2,1010.7,2025-04-17,0.01
Gorzów,26.8,29.3,1006.8,2025-04-17,0.0
Hel,17.5,69.7,1011.4,2025-04-17,0.0
Jelenia Góra,24.2,29.2,1007.2,2025-04-17,0.0
Kalisz,27.5,30.2,1010.0,2025-04-17,0.0
Kasprowy Wierch,9.2,75.8,,2025-04-17,0.0
Katowice,26.5,27.2,1011.4,2025-04-17,0.0
Kętrzyn,26.3,40.1,1013.3,2025-04-17,0.1
Kielce,25.6,32.1,1013.0,2025-04-17,0.0
Kłodzko,23.8,30.2,1008.8,2025-04-17,0.0
Koło,28.3,26.2,1010.8,2025-04-17,999.8
Kołobrzeg,26.1,35.3,1006.8,2025-04-17,0.0
Koszalin,26.7,33.1,1007.1,2025-04-17,0.0
Kozienice,27.6,32.2,1013.5,2025-04-17,0.01
Kraków,27.7,27.1,1011.8,2025-04-17,0.0
Krosno,24.6,34.2,1014.9,2025-04-17,0.0
Legnica,25.8,34.2,1007.5,2025-04-17,0.0
Lesko,25.2,34.1,1015.2,2025-04-17,0.0
Leszno,26.4,34.1,1008.2,2025-04-17,0.0
Lębork,26.0,34.1,1009.2,2025-04-17,2.7
Lublin,25.0,32.2,1014.8,2025-04-17,0.0
Łeba,27.3,34.1,1009.0,2025-04-17,0.0
Łódź,27.3,29.2,1011.2,2025-04-17,0.0
Mikołajki,24.1,39.3,1013.8,2025-04-17,1.2
Mława,26.8,36.1,1012.4,2025-04-17,0.0
Nowy Sącz,26.9,27.1,1012.8,2025-04-17,0.0
Olsztyn,27.0,30.1,1012.4,2025-04-17,0.4
Opole,26.8,28.3,1010.5,2025-04-17,0.0
Ostrołęka,27.2,32.1,1013.7,2025-04-17,0.2
Piła,27.0,32.2,1008.3,2025-04-17,0.0
Platforma,,,,2025-04-17,0.0
Płock,26.7,32.2,1011.7,2025-04-17,0.0
Poznań,27.3,27.2,1008.2,2025-04-17,0.0
Przemyśl,27.0,31.2,1014.8,2025-04-17,0.0
Racibórz,26.2,31.2,1010.7,2025-04-17,0.0
Resko,25.9,36.2,1006.7,2025-04-17,0.01
Rzeszów,26.3,34.1,1014.4,2025-04-17,0.0
Sandomierz,26.0,35.2,1013.9,2025-04-17,0.0
Siedlce,25.8,39.2,1014.5,2025-04-17,0.1
Słubice,26.9,30.1,1006.0,2025-04-17,0.0
Sulejów,26.4,31.2,1011.6,2025-04-17,0.0
Suwałki,25.8,34.2,1014.4,2025-04-17,0.2
Szczecin,26.2,36.2,1006.3,2025-04-17,0.01
Szczecinek,25.1,37.2,1008.3,2025-04-17,0.0
Śnieżka,12.0,52.5,,2025-04-17,0.0
Świnoujście,26.8,32.2,1006.0,2025-04-17,0.0
Tarnów,26.8,38.1,1012.7,2025-04-17,0.0
Terespol,26.8,33.1,1015.4,2025-04-17,0.1
Toruń,27.4,27.2,1010.3,2025-04-17,0.0
Ustka,26.9,31.1,1007.8,2025-04-17,0.0
Warszawa,27.6,33.1,1012.6,2025-04-17,0.0
Wieluń,26.7,28.2,1010.8,2025-04-17,0.0
Włodawa,26.5,37.0,1015.5,2025-04-17,0.01
Wrocław,27.5,27.3,1008.7,2025-04-17,0.0
Zakopane,21.8,37.1,,2025-04-17,0.0
Zamość,26.3,38.0,1015.7,2025-04-17,0.0
Zielona Góra,26.4,28.2,1006.5,2025-04-17,0.0
Białystok,26.9,41.1,1010.6,2025-04-18,0.0
Bielsko Biała,16.7,75.4,1010.0,2025-04-18,5.0
Chojnice,22.3,50.3,1008.3,2025-04-18,0.0
Częstochowa,18.4,80.7,1010.0,2025-04-18,2.4
Elbląg,23.1,49.2,1008.8,2025-04-18,0.0
Gdańsk,25.4,47.2,1008.3,2025-04-18,0.0
Gorzów,16.7,69.6,1009.4,2025-04-18,0.0
Hel,21.3,56.2,1008.6,2025-04-18,0.0
Jelenia Góra,12.8,89.8,1009.3,2025-04-18,0.0
Kalisz,21.3,63.3,1008.9,2025-04-18,0.6
Kasprowy Wierch,4.4,100.0,,2025-04-18,2.5
Katowice,16.2,86.6,1010.4,2025-04-18,6.4
Kętrzyn,27.3,38.0,1009.3,2025-04-18,0.0
Kielce,17.1,89.5,1010.8,2025-04-18,3.0
Kłodzko,19.0,61.6,1007.9,2025-04-18,0.8
Koło,23.2,55.1,1009.0,2025-04-18,999.8
Kołobrzeg,11.5,86.8,1008.5,2025-04-18,0.0
Koszalin,20.5,55.3,1007.7,2025-04-18,0.0
Kozienice,25.6,43.0,1010.3,2025-04-18,0.01
Kraków,17.7,72.6,1010.0,2025-04-18,0.8
Krosno,20.1,62.2,1010.9,2025-04-18,0.01
Legnica,18.9,68.5,1008.3,2025-04-18,0.01
Lesko,22.9,44.1,1010.3,2025-04-18,0.0
Leszno,21.9,54.1,1007.8,2025-04-18,0.01
Lębork,25.1,39.0,1007.6,2025-04-18,4.5
Lublin,23.8,49.0,1010.6,2025-04-18,0.0
Łeba,24.3,43.3,1007.6,2025-04-18,0.0
Łódź,21.1,60.4,1009.7,2025-04-18,0.01
Mikołajki,25.9,43.1,1009.8,2025-04-18,0.0
Mława,23.4,54.1,1009.8,2025-04-18,0.0
Nowy Sącz,18.5,67.6,1010.5,2025-04-18,0.01
Olsztyn,25.0,42.0,1009.2,2025-04-18,0.0
Opole,19.2,61.2,1009.3,2025-04-18,2.6
Ostrołęka,25.7,41.6,1010.2,2025-04-18,0.0
Piła,22.6,54.3,1007.9,2025-04-18,0.0
Platforma,,,,2025-04-18,0.0
Płock,22.1,62.2,1009.3,2025-04-18,0.01
Poznań,23.2,55.1,1007.7,2025-04-18,0.01
Przemyśl,26.2,45.2,1009.0,2025-04-18,0.0
Racibórz,18.7,65.4,1009.4,2025-04-18,4.8
Resko,19.4,65.5,1008.2,2025-04-18,0.0
Rzeszów,22.7,54.3,1010.4,2025-04-18,0.0
Sandomierz,21.8,58.2,1010.9,2025-04-18,1.2
Siedlce,26.2,40.1,1010.1,2025-04-18,0.0
Słubice,14.2,79.7,1009.9,2025-04-18,0.0
Sulejów,20.6,63.2,1009.8,2025-04-18,1.6
Suwałki,26.7,36.1,1010.4,2025-04-18,0.0
Szczecin,15.0,77.7,1009.3,2025-04-18,0.0
Szczecinek,21.9,56.7,1007.9,2025-04-18,0.0
Śnieżka,7.0,100.0,,2025-04-18,0.7
Świnoujście,13.5,77.5,1008.8,2025-04-18,0.01
Tarnów,20.6,76.4,1009.8,2025-04-18,0.0
Terespol,27.1,37.2,1010.6,2025-04-18,0.0
Toruń,23.7,50.3,1008.6,2025-04-18,0.0
Ustka,23.3,44.2,1007.8,2025-04-18,0.0
Warszawa,25.5,47.2,1010.0,2025-04-18,0.0
Wieluń,19.4,76.7,1009.3,2025-04-18,3.2
Włodawa,25.6,41.0,1010.5,2025-04-18,0.0
Wrocław,20.2,70.6,1008.4,2025-04-18,1.3
Zakopane,13.8,72.4,,2025-04-18,1.2
Zamość,23.1,56.2,1011.0,2025-04-18,0.0
Zielona Góra,17.6,64.3,1008.7,2025-04-18,0.01
Białystok,19.5,56.6,1011.8,2025-04-19,0.0
Bielsko Biała,16.8,52.6,1012.2,2025-04-19,0.3
Chojnice,10.6,87.9,1011.0,2025-04-19,1.6
Częstochowa,15.8,53.5,1012.6,2025-04-19,8.8
Elbląg,13.0,73.8,1011.0,2025-04-19,0.01
Gdańsk,14.6,70.6,1010.5,2025-04-19,0.0
Gorzów,11.7,72.6,1010.8,2025-04-19,12.9
Hel,14.6,68.7,1010.4,2025-04-19,0.0
Jelenia Góra,11.5,60.5,1011.8,2025-04-19,5.0
Kalisz,15.0,62.5,1011.9,2025-04-19,4.2
Kasprowy Wierch,4.1,78.9,,2025-04-19,17.9
Katowice,16.7,48.4,1012.6,2025-04-19,5.8
Kętrzyn,18.6,60.3,1010.8,2025-04-19,9.7
Kielce,16.4,59.4,1012.9,2025-04-19,3.5
Kłodzko,13.9,57.7,1011.8,2025-04-19,1.3
Koło,14.8,57.5,1012.0,2025-04-19,999.8
Kołobrzeg,11.7,82.7,1009.5,2025-04-19,1.8
Koszalin,11.4,89.8,1009.8,2025-04-19,0.2
Kozienice,18.9,54.5,1012.4,2025-04-19,5.0
Kraków,18.1,50.4,1012.5,2025-04-19,4.1
Krosno,19.4,45.4,1012.3,2025-04-19,0.6
Legnica,13.8,58.5,1011.8,2025-04-19,0.8
Lesko,19.7,36.4,1012.0,2025-04-19,0.8
Leszno,12.6,68.8,1011.9,2025-04-19,0.1
Lębork,14.0,83.0,1009.5,2025-04-19,3.6
Lublin,18.4,64.5,1012.8,2025-04-19,14.8
Łeba,11.4,83.8,1009.5,2025-04-19,0.5
Łódź,15.4,56.4,1012.5,2025-04-19,0.01
Mikołajki,18.3,58.2,1011.2,2025-04-19,11.5
Mława,16.5,57.5,1011.9,2025-04-19,0.6
Nowy Sącz,19.8,40.5,1011.7,2025-04-19,0.2
Olsztyn,17.1,58.4,1011.2,2025-04-19,9.6
Opole,16.0,50.6,1012.4,2025-04-19,0.2
Ostrołęka,18.6,54.5,1012.0,2025-04-19,9.6
Piła,11.9,78.9,1011.1,2025-04-19,0.4
Platforma,,,,2025-04-19,0.0
Płock,15.5,59.7,1012.0,2025-04-19,0.1
Poznań,13.4,58.4,1011.3,2025-04-19,0.2
Przemyśl,18.3,57.5,1012.4,2025-04-19,34.4
Racibórz,17.1,50.5,1012.4,2025-04-19,0.2
Resko,10.7,83.8,1010.0,2025-04-19,0.7
Rzeszów,18.9,53.4,1012.7,2025-04-19,2.4
Sandomierz,18.1,58.6,1012.9,2025-04-19,3.9
Siedlce,19.1,54.2,1012.6,2025-04-19,6.6
Słubice,10.5,77.6,1011.1,2025-04-19,13.8
Sulejów,16.7,57.5,1012.3,2025-04-19,1.2
Suwałki,17.5,61.3,1011.5,2025-04-19,0.01
Szczecin,10.5,82.6,1010.0,2025-04-19,6.1
Szczecinek,12.3,76.8,1010.4,2025-04-19,0.0
Śnieżka,-0.3,100.0,,2025-04-19,6.3
Świnoujście,10.6,84.9,1009.3,2025-04-19,8.9
Tarnów,18.1,61.4,1012.6,2025-04-19,2.5
Terespol,20.2,49.2,1012.3,2025-04-19,0.01
Toruń,14.1,62.8,1011.8,2025-04-19,0.01
Ustka,10.7,89.1,1009.6,2025-04-19,0.01
Warszawa,18.5,51.6,1012.2,2025-04-19,4.8
Wieluń,14.9,64.7,1012.7,2025-04-19,4.9
Włodawa,20.1,48.2,1012.5,2025-04-19,0.2
Wrocław,15.9,52.4,1011.9,2025-04-19,0.9
Zakopane,15.5,51.5,,2025-04-19,8.4
Zamość,18.8,59.5,1013.0,2025-04-19,0.9
Zielona Góra,9.7,90.9,1011.7,2025-04-19,9.1
Białystok,23.2,33.4,1009.1,2025-04-20,0.0
Bielsko Biała,19.9,42.2,1007.9,2025-04-20,0.0
Chojnice,17.5,50.3,1007.5,2025-04-20,0.01
Częstochowa,21.8,37.2,1007.9,2025-04-20,0.0
Elbląg,18.1,51.5,1007.5,2025-04-20,0.0
Gdańsk,13.7,71.4,1007.9,2025-04-20,0.01
Gorzów,17.9,50.4,1007.4,2025-04-20,1.6
Hel,14.1,63.6,1008.6,2025-04-20,0.0
Jelenia Góra,20.6,40.4,1006.2,2025-04-20,0.0
Kalisz,21.6,43.2,1007.6,2025-04-20,0.0
Kasprowy Wierch,4.5,81.9,,2025-04-20,0.0
Katowice,21.7,36.4,1008.0,2025-04-20,0.0
Kętrzyn,20.9,51.4,1008.2,2025-04-20,0.0
Kielce,20.8,34.4,1009.4,2025-04-20,0.0
Kłodzko,20.3,39.2,1007.4,2025-04-20,0.0
Koło,21.7,40.4,1008.0,2025-04-20,999.8
Kołobrzeg,12.0,75.7,1007.8,2025-04-20,0.01
Koszalin,13.9,59.7,1007.7,2025-04-20,0.8
Kozienice,22.3,38.4,1009.4,2025-04-20,0.0
Kraków,22.7,32.3,1008.3,2025-04-20,0.0
Krosno,19.5,38.5,1010.5,2025-04-20,0.0
Legnica,21.9,41.3,1006.9,2025-04-20,0.01
Lesko,18.6,43.4,1011.5,2025-04-20,0.0
Leszno,21.8,39.3,1007.1,2025-04-20,0.0
Lębork,16.5,54.4,1007.9,2025-04-20,0.2
Lublin,21.0,43.4,1010.1,2025-04-20,0.0
Łeba,11.9,70.6,1008.6,2025-04-20,1.6
Łódź,22.4,33.4,1008.0,2025-04-20,0.0
Mikołajki,20.5,46.3,1008.5,2025-04-20,0.0
Mława,22.3,39.2,1008.2,2025-04-20,0.0
Nowy Sącz,22.1,33.3,1008.8,2025-04-20,0.0
Olsztyn,21.3,41.4,1007.7,2025-04-20,0.0
Opole,22.0,36.2,1007.7,2025-04-20,0.0
Ostrołęka,22.2,43.7,1008.7,2025-04-20,0.0
Piła,19.5,44.2,1007.2,2025-04-20,0.4
Platforma,,,,2025-04-20,0.0
Płock,21.4,40.3,1007.9,2025-04-20,0.0
Poznań,20.8,41.3,1007.0,2025-04-20,0.0
Przemyśl,21.8,35.9,1010.6,2025-04-20,0.0
Racibórz,21.1,37.3,1008.0,2025-04-20,0.0
Resko,16.8,48.4,1007.6,2025-04-20,0.8
Rzeszów,21.5,36.3,1010.3,2025-04-20,0.0
Sandomierz,21.1,40.2,1009.7,2025-04-20,0.0
Siedlce,21.5,43.2,1009.8,2025-04-20,0.0
Słubice,18.4,51.5,1007.1,2025-04-20,0.3
Sulejów,21.6,37.4,1008.5,2025-04-20,0.0
Suwałki,21.6,43.2,1008.5,2025-04-20,0.5
Szczecin,17.0,47.4,1007.5,2025-04-20,0.8
Szczecinek,18.5,43.4,1007.2,2025-04-20,0.5
Śnieżka,10.4,68.8,,2025-04-20,0.6
Świnoujście,17.6,48.6,1007.1,2025-04-20,0.1
Tarnów,21.7,38.2,1009.0,2025-04-20,0.5
Terespol,22.8,33.3,1010.3,2025-04-20,0.0
Toruń,21.8,39.3,1007.5,2025-04-20,0.0
Ustka,11.6,79.9,1008.5,2025-04-20,1.7
Warszawa,22.3,38.4,1009.0,2025-04-20,0.0
Wieluń,21.3,37.3,1008.3,2025-04-20,0.0
Włodawa,21.7,40.4,1010.6,2025-04-20,0.0
Wrocław,22.8,39.3,1007.0,2025-04-20,0.0
Zakopane,17.0,38.3,,2025-04-20,0.0
Zamość,21.3,45.3,1010.9,2025-04-20,0.01
Zielona Góra,20.2,50.2,1006.7,2025-04-20,0.1
Białystok,23.8,33.3,1010.1,2025-04-21,0.0
Bielsko Biała,20.4,50.2,1009.5,2025-04-21,0.0
Chojnice,19.6,38.5,1010.5,2025-04-21,0.0
Częstochowa,21.3,47.2,1009.2,2025-04-21,0.0
Elbląg,16.3,54.3,1011.3,2025-04-21,0.0
Gdańsk,11.2,76.6,1012.3,2025-04-21,0.0
Gorzów,19.6,48.4,1011.0,2025-04-21,0.6
Hel,12.5,68.8,1012.8,2025-04-21,0.0
Jelenia Góra,17.5,69.7,1010.1,2025-04-21,0.0
Kalisz,22.3,46.1,1009.5,2025-04-21,0.0
Kasprowy Wierch,8.3,73.5,,2025-04-21,0.0
Katowice,20.7,46.4,1009.4,2025-04-21,0.0
Kętrzyn,20.8,52.4,1010.0,2025-04-21,0.0
Kielce,21.9,38.3,1009.8,2025-04-21,0.0
Kłodzko,21.4,44.4,1008.6,2025-04-21,0.0
Koło,23.0,39.3,1010.1,2025-04-21,999.8
Kołobrzeg,12.8,75.8,1011.1,2025-04-21,0.0
Koszalin,18.4,57.5,1011.0,2025-04-21,0.0
Kozienice,23.2,37.3,1009.9,2025-04-21,0.0
Kraków,22.0,43.3,1009.6,2025-04-21,0.0
Krosno,22.2,34.3,1009.9,2025-04-21,0.0
Legnica,20.4,56.4,1009.7,2025-04-21,0.0
Lesko,21.3,36.3,1010.1,2025-04-21,0.0
Leszno,22.6,44.4,1009.5,2025-04-21,0.0
Lębork,19.8,44.3,1010.9,2025-04-21,1.3
Lublin,22.3,39.2,1010.5,2025-04-21,0.0
Łeba,12.2,69.7,1011.3,2025-04-21,0.0
Łódź,22.1,39.4,1009.6,2025-04-21,0.0
Mikołajki,23.8,37.2,1009.4,2025-04-21,0.0
Mława,23.8,35.2,1009.6,2025-04-21,0.0
Nowy Sącz,23.3,30.3,1009.0,2025-04-21,0.0
Olsztyn,21.4,49.1,1009.9,2025-04-21,0.0
Opole,21.6,40.4,1009.2,2025-04-21,0.0
Ostrołęka,24.5,29.9,1009.7,2025-04-21,0.0
Piła,19.3,46.4,1010.7,2025-04-21,0.0
Platforma,,,,2025-04-21,0.0
Płock,22.2,47.4,1009.7,2025-04-21,0.0
Poznań,21.8,35.4,1009.8,2025-04-21,0.0
Przemyśl,23.1,35.7,1009.8,2025-04-21,0.0
Racibórz,20.4,42.3,1009.5,2025-04-21,0.0
Resko,18.4,49.5,1010.9,2025-04-21,0.0
Rzeszów,23.4,35.3,1009.9,2025-04-21,0.0
Sandomierz,22.4,39.2,1009.9,2025-04-21,0.0
Siedlce,22.5,35.4,1010.2,2025-04-21,0.0
Słubice,16.4,74.8,1011.6,2025-04-21,1.5
Sulejów,22.9,42.4,1009.3,2025-04-21,0.0
Suwałki,23.2,35.3,1009.6,2025-04-21,0.0
Szczecin,17.9,62.7,1010.9,2025-04-21,0.0
Szczecinek,20.8,38.3,1010.4,2025-04-21,0.0
Śnieżka,7.5,97.9,,2025-04-21,0.0
Świnoujście,14.0,75.5,1010.6,2025-04-21,0.0
Tarnów,23.9,39.3,1009.1,2025-04-21,0.0
Terespol,24.1,31.3,1010.3,2025-04-21,0.0
Toruń,22.0,43.3,1010.1,2025-04-21,0.0
Ustka,10.8,82.6,1011.4,2025-04-21,0.0
Warszawa,23.3,35.3,1009.9,2025-04-21,0.0
Wieluń,21.7,42.4,1009.3,2025-04-21,0.0
Włodawa,23.9,37.2,1010.3,2025-04-21,0.0
Wrocław,23.4,37.3,1009.1,2025-04-21,0.0
Zakopane,19.0,39.4,,2025-04-21,0.0
Zamość,22.2,45.2,1010.6,2025-04-21,0.0
Zielona Góra,18.4,59.5,1010.7,2025-04-21,0.0
Białystok,25.3,34.1,1012.2,2025-04-22,0.0
Bielsko Biała,18.6,55.2,1016.3,2025-04-22,0.0
Chojnice,16.3,60.7,1016.1,2025-04-22,8.9
Częstochowa,17.8,56.6,1016.5,2025-04-22,0.0
Elbląg,10.7,84.9,1016.5,2025-04-22,2.3
Gdańsk,10.7,84.9,1017.0,2025-04-22,8.8
Gorzów,18.6,57.5,1016.2,2025-04-22,1.5
Hel,10.1,89.7,1017.3,2025-04-22,13.6
Jelenia Góra,18.0,50.4,1016.3,2025-04-22,11.2
Kalisz,18.2,64.4,1016.5,2025-04-22,0.4
Kasprowy Wierch,6.2,83.8,,2025-04-22,0.0
Katowice,20.0,47.2,1016.1,2025-04-22,0.0
Kętrzyn,16.6,69.5,1014.5,2025-04-22,0.0
Kielce,15.0,78.8,1016.8,2025-04-22,0.0
Kłodzko,18.4,54.4,1016.6,2025-04-22,4.1
Koło,16.2,70.9,1016.5,2025-04-22,999.8
Kołobrzeg,14.0,80.8,1016.8,2025-04-22,0.01
Koszalin,15.6,69.4,1016.7,2025-04-22,5.1
Kozienice,20.4,51.3,1014.8,2025-04-22,0.0
Kraków,19.6,61.3,1015.9,2025-04-22,0.0
Krosno,21.1,51.4,1014.2,2025-04-22,0.0
Legnica,19.0,54.2,1016.5,2025-04-22,22.6
Lesko,18.5,65.3,1014.4,2025-04-22,0.0
Leszno,19.4,49.4,1016.4,2025-04-22,17.4
Lębork,13.2,53.6,1012.2,2025-04-22,1.3
Lublin,22.6,52.1,1013.5,2025-04-22,0.0
Łeba,13.4,77.5,1016.6,2025-04-22,4.6
Łódź,17.8,63.5,1016.4,2025-04-22,0.0
Mikołajki,18.6,60.3,1013.9,2025-04-22,0.0
Mława,18.9,51.3,1014.9,2025-04-22,0.0
Nowy Sącz,21.4,50.1,1014.7,2025-04-22,0.0
Olsztyn,15.9,54.6,1015.5,2025-04-22,0.01
Opole,20.7,37.4,1016.2,2025-04-22,0.0
Ostrołęka,19.0,54.2,1014.2,2025-04-22,0.0
Piła,17.6,60.5,1016.2,2025-04-22,4.8
Platforma,,,,2025-04-22,0.0
Płock,17.7,55.4,1015.6,2025-04-22,0.0
Poznań,17.8,60.6,1015.9,2025-04-22,5.3
Przemyśl,22.3,50.3,1013.3,2025-04-22,0.0
Racibórz,20.5,47.3,1016.1,2025-04-22,0.0
Resko,17.0,63.3,1016.3,2025-04-22,2.3
Rzeszów,23.3,47.3,1013.7,2025-04-22,0.0
